bms_number,category,coordinates,responsibility,status,date,searched_adress,message,message_links
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3285,"NA","NA","NA","NA","NA","NA","NA","NA"
3286,"NA","NA","NA","NA","NA","NA","NA","NA"
3287,"NA","NA","NA","NA","NA","NA","NA","NA"
3288,"NA","NA","NA","NA","NA","NA","NA","NA"
3289,"NA","NA","NA","NA","NA","NA","NA","NA"
3290,"NA","NA","NA","NA","NA","NA","NA","NA"
3291,"NA","NA","NA","NA","NA","NA","NA","NA"
3292,"NA","NA","NA","NA","NA","NA","NA","NA"
3293,"NA","NA","NA","NA","NA","NA","NA","NA"
3294,"NA","NA","NA","NA","NA","NA","NA","NA"
3295,"NA","NA","NA","NA","NA","NA","NA","NA"
3296,"NA","NA","NA","NA","NA","NA","NA","NA"
3297,"NA","NA","NA","NA","NA","NA","NA","NA"
3298,"NA","NA","NA","NA","NA","NA","NA","NA"
3299,"NA","NA","NA","NA","NA","NA","NA","NA"
3300,"NA","NA","NA","NA","NA","NA","NA","NA"
3301,"NA","NA","NA","NA","NA","NA","NA","NA"
3302,"NA","NA","NA","NA","NA","NA","NA","NA"
3303,"Straßen, Fahrrad & Verkehr > Fußwege schadhaft","47.6728524413196, 9.17780846357346","
                        
                                Stadtverwaltung

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 08.04.2020 via android gestellt.
                        
                    
                ","keine(autom. ermittelt: Gustav-Schwab-Straße 10, 78467 Konstanz, Germany                    ","
            In Höhe des neu montierten Schaltschrank ist der Gehweg stark wellig, ältere Personen können stolpern/aus dem Tritt kommen.
In diesem Sinn sollte der gesamte Gehweg der Gustav-Schwabstrasse auf Absenkungen geprüft werden.

        ","NA"
3304,"NA","NA","NA","NA","NA","NA","NA","NA"
3305,"NA","NA","NA","NA","NA","NA","NA","NA"
3306,"NA","NA","NA","NA","NA","NA","NA","NA"
3307,"NA","NA","NA","NA","NA","NA","NA","NA"
3308,"NA","NA","NA","NA","NA","NA","NA","NA"
3309,"NA","NA","NA","NA","NA","NA","NA","NA"
3310,"NA","NA","NA","NA","NA","NA","NA","NA"
3311,"NA","NA","NA","NA","NA","NA","NA","NA"
3312,"NA","NA","NA","NA","NA","NA","NA","NA"
3313,"NA","NA","NA","NA","NA","NA","NA","NA"
3314,"NA","NA","NA","NA","NA","NA","NA","NA"
3315,"NA","NA","NA","NA","NA","NA","NA","NA"
3316,"NA","NA","NA","NA","NA","NA","NA","NA"
3317,"NA","NA","NA","NA","NA","NA","NA","NA"
3318,"NA","NA","NA","NA","NA","NA","NA","NA"
3319,"NA","NA","NA","NA","NA","NA","NA","NA"
3320,"NA","NA","NA","NA","NA","NA","NA","NA"
3321,"NA","NA","NA","NA","NA","NA","NA","NA"
3322,"NA","NA","NA","NA","NA","NA","NA","NA"
3323,"NA","NA","NA","NA","NA","NA","NA","NA"
3324,"NA","NA","NA","NA","NA","NA","NA","NA"
3325,"NA","NA","NA","NA","NA","NA","NA","NA"
3326,"NA","NA","NA","NA","NA","NA","NA","NA"
3327,"NA","NA","NA","NA","NA","NA","NA","NA"
3328,"NA","NA","NA","NA","NA","NA","NA","NA"
3329,"NA","NA","NA","NA","NA","NA","NA","NA"
3330,"NA","NA","NA","NA","NA","NA","NA","NA"
3331,"NA","NA","NA","NA","NA","NA","NA","NA"
3332,"NA","NA","NA","NA","NA","NA","NA","NA"
3333,"NA","NA","NA","NA","NA","NA","NA","NA"
3334,"NA","NA","NA","NA","NA","NA","NA","NA"
3335,"NA","NA","NA","NA","NA","NA","NA","NA"
3336,"NA","NA","NA","NA","NA","NA","NA","NA"
3337,"NA","NA","NA","NA","NA","NA","NA","NA"
3338,"NA","NA","NA","NA","NA","NA","NA","NA"
3339,"NA","NA","NA","NA","NA","NA","NA","NA"
3340,"NA","NA","NA","NA","NA","NA","NA","NA"
3341,"NA","NA","NA","NA","NA","NA","NA","NA"
3342,"NA","NA","NA","NA","NA","NA","NA","NA"
3343,"NA","NA","NA","NA","NA","NA","NA","NA"
3344,"NA","NA","NA","NA","NA","NA","NA","NA"
3345,"NA","NA","NA","NA","NA","NA","NA","NA"
3346,"NA","NA","NA","NA","NA","NA","NA","NA"
3347,"NA","NA","NA","NA","NA","NA","NA","NA"
3348,"NA","NA","NA","NA","NA","NA","NA","NA"
3349,"NA","NA","NA","NA","NA","NA","NA","NA"
3350,"NA","NA","NA","NA","NA","NA","NA","NA"
3351,"NA","NA","NA","NA","NA","NA","NA","NA"
3352,"NA","NA","NA","NA","NA","NA","NA","NA"
3353,"NA","NA","NA","NA","NA","NA","NA","NA"
3354,"NA","NA","NA","NA","NA","NA","NA","NA"
3355,"NA","NA","NA","NA","NA","NA","NA","NA"
3356,"NA","NA","NA","NA","NA","NA","NA","NA"
3357,"NA","NA","NA","NA","NA","NA","NA","NA"
3358,"NA","NA","NA","NA","NA","NA","NA","NA"
3359,"NA","NA","NA","NA","NA","NA","NA","NA"
3360,"NA","NA","NA","NA","NA","NA","NA","NA"
3361,"NA","NA","NA","NA","NA","NA","NA","NA"
3362,"NA","NA","NA","NA","NA","NA","NA","NA"
3363,"NA","NA","NA","NA","NA","NA","NA","NA"
3364,"NA","NA","NA","NA","NA","NA","NA","NA"
3365,"NA","NA","NA","NA","NA","NA","NA","NA"
3366,"NA","NA","NA","NA","NA","NA","NA","NA"
3367,"NA","NA","NA","NA","NA","NA","NA","NA"
3368,"NA","NA","NA","NA","NA","NA","NA","NA"
3369,"NA","NA","NA","NA","NA","NA","NA","NA"
3370,"NA","NA","NA","NA","NA","NA","NA","NA"
3371,"NA","NA","NA","NA","NA","NA","NA","NA"
3372,"NA","NA","NA","NA","NA","NA","NA","NA"
3373,"NA","NA","NA","NA","NA","NA","NA","NA"
3374,"NA","NA","NA","NA","NA","NA","NA","NA"
3375,"NA","NA","NA","NA","NA","NA","NA","NA"
3376,"NA","NA","NA","NA","NA","NA","NA","NA"
3377,"NA","NA","NA","NA","NA","NA","NA","NA"
3378,"NA","NA","NA","NA","NA","NA","NA","NA"
3379,"NA","NA","NA","NA","NA","NA","NA","NA"
3380,"NA","NA","NA","NA","NA","NA","NA","NA"
3381,"NA","NA","NA","NA","NA","NA","NA","NA"
3382,"NA","NA","NA","NA","NA","NA","NA","NA"
3383,"NA","NA","NA","NA","NA","NA","NA","NA"
3384,"NA","NA","NA","NA","NA","NA","NA","NA"
3385,"NA","NA","NA","NA","NA","NA","NA","NA"
3386,"NA","NA","NA","NA","NA","NA","NA","NA"
3387,"NA","NA","NA","NA","NA","NA","NA","NA"
3388,"NA","NA","NA","NA","NA","NA","NA","NA"
3389,"NA","NA","NA","NA","NA","NA","NA","NA"
3390,"NA","NA","NA","NA","NA","NA","NA","NA"
3391,"NA","NA","NA","NA","NA","NA","NA","NA"
3392,"Straßen, Fahrrad & Verkehr > Fußwege schadhaft","47.6695851643282, 9.18418139219284","
                        
                                Technische Betriebe

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 10.05.2020 via api gestellt.
                        
                    
                ","keine(autom. ermittelt: Säntisstraße 23, 78464 Konstanz, Germany                    ","
            In der Säntisstraße, auf der Westseite zwischen Buchner- und Mainaustraße, ist der Belag des Gehweges ist auf der ganzen Länge sehr marode, teilweise aufgebrochen. Es besteht eine hohe Stolper- bzw Unfallgefahr für die Fußgänger.

        ","NA"
3393,"NA","NA","NA","NA","NA","NA","NA","NA"
3394,"NA","NA","NA","NA","NA","NA","NA","NA"
3395,"NA","NA","NA","NA","NA","NA","NA","NA"
3396,"NA","NA","NA","NA","NA","NA","NA","NA"
3397,"NA","NA","NA","NA","NA","NA","NA","NA"
3398,"NA","NA","NA","NA","NA","NA","NA","NA"
3399,"NA","NA","NA","NA","NA","NA","NA","NA"
3400,"NA","NA","NA","NA","NA","NA","NA","NA"
3401,"NA","NA","NA","NA","NA","NA","NA","NA"
3402,"NA","NA","NA","NA","NA","NA","NA","NA"
3403,"NA","NA","NA","NA","NA","NA","NA","NA"
3404,"NA","NA","NA","NA","NA","NA","NA","NA"
3405,"NA","NA","NA","NA","NA","NA","NA","NA"
3406,"NA","NA","NA","NA","NA","NA","NA","NA"
3407,"NA","NA","NA","NA","NA","NA","NA","NA"
3408,"NA","NA","NA","NA","NA","NA","NA","NA"
3409,"NA","NA","NA","NA","NA","NA","NA","NA"
3410,"NA","NA","NA","NA","NA","NA","NA","NA"
3411,"NA","NA","NA","NA","NA","NA","NA","NA"
3412,"NA","NA","NA","NA","NA","NA","NA","NA"
3413,"NA","NA","NA","NA","NA","NA","NA","NA"
3414,"NA","NA","NA","NA","NA","NA","NA","NA"
3415,"NA","NA","NA","NA","NA","NA","NA","NA"
3416,"NA","NA","NA","NA","NA","NA","NA","NA"
3417,"NA","NA","NA","NA","NA","NA","NA","NA"
3418,"NA","NA","NA","NA","NA","NA","NA","NA"
3419,"NA","NA","NA","NA","NA","NA","NA","NA"
3420,"NA","NA","NA","NA","NA","NA","NA","NA"
3421,"NA","NA","NA","NA","NA","NA","NA","NA"
3422,"NA","NA","NA","NA","NA","NA","NA","NA"
3423,"NA","NA","NA","NA","NA","NA","NA","NA"
3424,"NA","NA","NA","NA","NA","NA","NA","NA"
3425,"NA","NA","NA","NA","NA","NA","NA","NA"
3426,"NA","NA","NA","NA","NA","NA","NA","NA"
3427,"NA","NA","NA","NA","NA","NA","NA","NA"
3428,"NA","NA","NA","NA","NA","NA","NA","NA"
3429,"NA","NA","NA","NA","NA","NA","NA","NA"
3430,"NA","NA","NA","NA","NA","NA","NA","NA"
3431,"NA","NA","NA","NA","NA","NA","NA","NA"
3432,"NA","NA","NA","NA","NA","NA","NA","NA"
3433,"NA","NA","NA","NA","NA","NA","NA","NA"
3434,"NA","NA","NA","NA","NA","NA","NA","NA"
3435,"NA","NA","NA","NA","NA","NA","NA","NA"
3436,"NA","NA","NA","NA","NA","NA","NA","NA"
3437,"NA","NA","NA","NA","NA","NA","NA","NA"
3438,"NA","NA","NA","NA","NA","NA","NA","NA"
3439,"NA","NA","NA","NA","NA","NA","NA","NA"
3440,"NA","NA","NA","NA","NA","NA","NA","NA"
3441,"NA","NA","NA","NA","NA","NA","NA","NA"
3442,"NA","NA","NA","NA","NA","NA","NA","NA"
3443,"NA","NA","NA","NA","NA","NA","NA","NA"
3444,"NA","NA","NA","NA","NA","NA","NA","NA"
3445,"NA","NA","NA","NA","NA","NA","NA","NA"
3446,"NA","NA","NA","NA","NA","NA","NA","NA"
3447,"NA","NA","NA","NA","NA","NA","NA","NA"
3448,"NA","NA","NA","NA","NA","NA","NA","NA"
3449,"NA","NA","NA","NA","NA","NA","NA","NA"
3450,"NA","NA","NA","NA","NA","NA","NA","NA"
3451,"NA","NA","NA","NA","NA","NA","NA","NA"
3452,"NA","NA","NA","NA","NA","NA","NA","NA"
3453,"NA","NA","NA","NA","NA","NA","NA","NA"
3454,"NA","NA","NA","NA","NA","NA","NA","NA"
3455,"NA","NA","NA","NA","NA","NA","NA","NA"
3456,"NA","NA","NA","NA","NA","NA","NA","NA"
3457,"NA","NA","NA","NA","NA","NA","NA","NA"
3458,"NA","NA","NA","NA","NA","NA","NA","NA"
3459,"NA","NA","NA","NA","NA","NA","NA","NA"
3460,"Straßen, Fahrrad & Verkehr > Fußwege schadhaft","47.6595890958671, 9.16732328446247","
                        
                                Technische Betriebe

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 04.06.2020 via api gestellt.
                        
                    
                ","Blarerstr.44(autom. ermittelt: Blarerstraße 46, 78462 Konstanz, Germany                    ","
            Vor dem Haus Blarerstr. 44 ist eine große Mulde im Gehwegbelag. Dort sammelt sich immer Wasser ca. 4cm tief. Im Winter,  wenn Schneefällt und dieser taut, bildet sich eine gr0ße, spiegelglatte Fläche, der nur mit Salz beizukommen ist. Das ist für ältere Menschen sehr gefährlich und ich kann meiner Verkehrssichungspflicht nur bedingt nachkommen. JETZT gerade werden Tiefbauarbeiten ca. 100 meter entfernt in der Tägermoosstraße durchgeführt. Es wäre ein leichtes, da dort die Fußwege geteert werden mit einer Schubkarre Teer die Stelle zu begradigen. Soll sich im Winter ein alter Mensch den Oberschenkelhals brechen? Bitte schauen Sie sich das mitgelieferte Bild an.
Vielen Dank für Ihre Hilfe! [...]
(Adresssuche nach: Blarerstr.44)

        ","NA"
3461,"NA","NA","NA","NA","NA","NA","NA","NA"
3462,"NA","NA","NA","NA","NA","NA","NA","NA"
3463,"NA","NA","NA","NA","NA","NA","NA","NA"
3464,"NA","NA","NA","NA","NA","NA","NA","NA"
3465,"NA","NA","NA","NA","NA","NA","NA","NA"
3466,"NA","NA","NA","NA","NA","NA","NA","NA"
3467,"NA","NA","NA","NA","NA","NA","NA","NA"
3468,"NA","NA","NA","NA","NA","NA","NA","NA"
3469,"NA","NA","NA","NA","NA","NA","NA","NA"
3470,"NA","NA","NA","NA","NA","NA","NA","NA"
3471,"NA","NA","NA","NA","NA","NA","NA","NA"
3472,"NA","NA","NA","NA","NA","NA","NA","NA"
3473,"NA","NA","NA","NA","NA","NA","NA","NA"
3474,"NA","NA","NA","NA","NA","NA","NA","NA"
3475,"NA","NA","NA","NA","NA","NA","NA","NA"
3476,"NA","NA","NA","NA","NA","NA","NA","NA"
3477,"NA","NA","NA","NA","NA","NA","NA","NA"
3478,"NA","NA","NA","NA","NA","NA","NA","NA"
3479,"NA","NA","NA","NA","NA","NA","NA","NA"
3480,"NA","NA","NA","NA","NA","NA","NA","NA"
3481,"NA","NA","NA","NA","NA","NA","NA","NA"
3482,"NA","NA","NA","NA","NA","NA","NA","NA"
3483,"NA","NA","NA","NA","NA","NA","NA","NA"
3484,"NA","NA","NA","NA","NA","NA","NA","NA"
3485,"NA","NA","NA","NA","NA","NA","NA","NA"
3486,"NA","NA","NA","NA","NA","NA","NA","NA"
3487,"NA","NA","NA","NA","NA","NA","NA","NA"
3488,"NA","NA","NA","NA","NA","NA","NA","NA"
3489,"NA","NA","NA","NA","NA","NA","NA","NA"
3490,"NA","NA","NA","NA","NA","NA","NA","NA"
3491,"NA","NA","NA","NA","NA","NA","NA","NA"
3492,"NA","NA","NA","NA","NA","NA","NA","NA"
3493,"NA","NA","NA","NA","NA","NA","NA","NA"
3494,"NA","NA","NA","NA","NA","NA","NA","NA"
3495,"NA","NA","NA","NA","NA","NA","NA","NA"
3496,"NA","NA","NA","NA","NA","NA","NA","NA"
3497,"NA","NA","NA","NA","NA","NA","NA","NA"
3498,"NA","NA","NA","NA","NA","NA","NA","NA"
3499,"NA","NA","NA","NA","NA","NA","NA","NA"
3500,"NA","NA","NA","NA","NA","NA","NA","NA"
3501,"NA","NA","NA","NA","NA","NA","NA","NA"
3502,"NA","NA","NA","NA","NA","NA","NA","NA"
3503,"NA","NA","NA","NA","NA","NA","NA","NA"
3504,"NA","NA","NA","NA","NA","NA","NA","NA"
3505,"NA","NA","NA","NA","NA","NA","NA","NA"
3506,"NA","NA","NA","NA","NA","NA","NA","NA"
3507,"NA","NA","NA","NA","NA","NA","NA","NA"
3508,"NA","NA","NA","NA","NA","NA","NA","NA"
3509,"NA","NA","NA","NA","NA","NA","NA","NA"
3510,"NA","NA","NA","NA","NA","NA","NA","NA"
3511,"NA","NA","NA","NA","NA","NA","NA","NA"
3512,"NA","NA","NA","NA","NA","NA","NA","NA"
3513,"NA","NA","NA","NA","NA","NA","NA","NA"
3514,"NA","NA","NA","NA","NA","NA","NA","NA"
3515,"Straßen, Fahrrad & Verkehr > Fußwege schadhaft","47.6702007, 9.1761081","
                        
                                Stadtverwaltung

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 17.06.2020 via android gestellt.
                        
                    
                ","keine(autom. ermittelt: Petershauser Str. 12, 78467 Konstanz, Germany                    ","
            Vor dem Haus Ebertplatz 5 und St.-Gebhard-Strasse 6 sind 2 Baustellen, die seit mehr als 4 Wochen unfertig ""herumstehen"". Es müsste einfach mal geteert werden, damit es wieder ansehnlich aussieht bzw. die Absperrung wieder entfernt werden könnte. 

        ","NA"
3516,"NA","NA","NA","NA","NA","NA","NA","NA"
3517,"NA","NA","NA","NA","NA","NA","NA","NA"
3518,"NA","NA","NA","NA","NA","NA","NA","NA"
3519,"NA","NA","NA","NA","NA","NA","NA","NA"
3520,"NA","NA","NA","NA","NA","NA","NA","NA"
3521,"NA","NA","NA","NA","NA","NA","NA","NA"
3522,"NA","NA","NA","NA","NA","NA","NA","NA"
3523,"NA","NA","NA","NA","NA","NA","NA","NA"
3524,"NA","NA","NA","NA","NA","NA","NA","NA"
3525,"NA","NA","NA","NA","NA","NA","NA","NA"
3526,"NA","NA","NA","NA","NA","NA","NA","NA"
3527,"NA","NA","NA","NA","NA","NA","NA","NA"
3528,"NA","NA","NA","NA","NA","NA","NA","NA"
3529,"NA","NA","NA","NA","NA","NA","NA","NA"
3530,"NA","NA","NA","NA","NA","NA","NA","NA"
3531,"NA","NA","NA","NA","NA","NA","NA","NA"
3532,"NA","NA","NA","NA","NA","NA","NA","NA"
3533,"NA","NA","NA","NA","NA","NA","NA","NA"
3534,"NA","NA","NA","NA","NA","NA","NA","NA"
3535,"NA","NA","NA","NA","NA","NA","NA","NA"
3536,"NA","NA","NA","NA","NA","NA","NA","NA"
3537,"NA","NA","NA","NA","NA","NA","NA","NA"
3538,"NA","NA","NA","NA","NA","NA","NA","NA"
3539,"NA","NA","NA","NA","NA","NA","NA","NA"
3540,"NA","NA","NA","NA","NA","NA","NA","NA"
3541,"NA","NA","NA","NA","NA","NA","NA","NA"
3542,"NA","NA","NA","NA","NA","NA","NA","NA"
3543,"NA","NA","NA","NA","NA","NA","NA","NA"
3544,"NA","NA","NA","NA","NA","NA","NA","NA"
3545,"NA","NA","NA","NA","NA","NA","NA","NA"
3546,"NA","NA","NA","NA","NA","NA","NA","NA"
3547,"NA","NA","NA","NA","NA","NA","NA","NA"
3548,"NA","NA","NA","NA","NA","NA","NA","NA"
3549,"NA","NA","NA","NA","NA","NA","NA","NA"
3550,"NA","NA","NA","NA","NA","NA","NA","NA"
3551,"NA","NA","NA","NA","NA","NA","NA","NA"
3552,"NA","NA","NA","NA","NA","NA","NA","NA"
3553,"NA","NA","NA","NA","NA","NA","NA","NA"
3554,"NA","NA","NA","NA","NA","NA","NA","NA"
3555,"NA","NA","NA","NA","NA","NA","NA","NA"
3556,"NA","NA","NA","NA","NA","NA","NA","NA"
3557,"NA","NA","NA","NA","NA","NA","NA","NA"
3558,"NA","NA","NA","NA","NA","NA","NA","NA"
3559,"NA","NA","NA","NA","NA","NA","NA","NA"
3560,"NA","NA","NA","NA","NA","NA","NA","NA"
3561,"NA","NA","NA","NA","NA","NA","NA","NA"
3562,"NA","NA","NA","NA","NA","NA","NA","NA"
3563,"NA","NA","NA","NA","NA","NA","NA","NA"
3564,"NA","NA","NA","NA","NA","NA","NA","NA"
3565,"NA","NA","NA","NA","NA","NA","NA","NA"
3566,"NA","NA","NA","NA","NA","NA","NA","NA"
3567,"NA","NA","NA","NA","NA","NA","NA","NA"
3568,"NA","NA","NA","NA","NA","NA","NA","NA"
3569,"NA","NA","NA","NA","NA","NA","NA","NA"
3570,"NA","NA","NA","NA","NA","NA","NA","NA"
3571,"NA","NA","NA","NA","NA","NA","NA","NA"
3572,"NA","NA","NA","NA","NA","NA","NA","NA"
3573,"NA","NA","NA","NA","NA","NA","NA","NA"
3574,"NA","NA","NA","NA","NA","NA","NA","NA"
3575,"NA","NA","NA","NA","NA","NA","NA","NA"
3576,"NA","NA","NA","NA","NA","NA","NA","NA"
3577,"NA","NA","NA","NA","NA","NA","NA","NA"
3578,"NA","NA","NA","NA","NA","NA","NA","NA"
3579,"NA","NA","NA","NA","NA","NA","NA","NA"
3580,"NA","NA","NA","NA","NA","NA","NA","NA"
3581,"NA","NA","NA","NA","NA","NA","NA","NA"
3582,"NA","NA","NA","NA","NA","NA","NA","NA"
3583,"NA","NA","NA","NA","NA","NA","NA","NA"
3584,"NA","NA","NA","NA","NA","NA","NA","NA"
3585,"NA","NA","NA","NA","NA","NA","NA","NA"
3586,"NA","NA","NA","NA","NA","NA","NA","NA"
3587,"NA","NA","NA","NA","NA","NA","NA","NA"
3588,"NA","NA","NA","NA","NA","NA","NA","NA"
3589,"NA","NA","NA","NA","NA","NA","NA","NA"
3590,"NA","NA","NA","NA","NA","NA","NA","NA"
3591,"NA","NA","NA","NA","NA","NA","NA","NA"
3592,"NA","NA","NA","NA","NA","NA","NA","NA"
3593,"NA","NA","NA","NA","NA","NA","NA","NA"
3594,"NA","NA","NA","NA","NA","NA","NA","NA"
3595,"NA","NA","NA","NA","NA","NA","NA","NA"
3596,"NA","NA","NA","NA","NA","NA","NA","NA"
3597,"NA","NA","NA","NA","NA","NA","NA","NA"
3598,"NA","NA","NA","NA","NA","NA","NA","NA"
3599,"NA","NA","NA","NA","NA","NA","NA","NA"
3600,"NA","NA","NA","NA","NA","NA","NA","NA"
3601,"NA","NA","NA","NA","NA","NA","NA","NA"
3602,"NA","NA","NA","NA","NA","NA","NA","NA"
3603,"NA","NA","NA","NA","NA","NA","NA","NA"
3604,"NA","NA","NA","NA","NA","NA","NA","NA"
3605,"NA","NA","NA","NA","NA","NA","NA","NA"
3606,"NA","NA","NA","NA","NA","NA","NA","NA"
3607,"NA","NA","NA","NA","NA","NA","NA","NA"
3608,"NA","NA","NA","NA","NA","NA","NA","NA"
3609,"NA","NA","NA","NA","NA","NA","NA","NA"
3610,"NA","NA","NA","NA","NA","NA","NA","NA"
3611,"NA","NA","NA","NA","NA","NA","NA","NA"
3612,"NA","NA","NA","NA","NA","NA","NA","NA"
3613,"NA","NA","NA","NA","NA","NA","NA","NA"
3614,"NA","NA","NA","NA","NA","NA","NA","NA"
3615,"Straßen, Fahrrad & Verkehr > Straßenschäden","47.675557786692, 9.18026100844145","
                        
                                Stadtverwaltung

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 06.07.2020 via api gestellt.
                        
                    
                ","keine(autom. ermittelt: L220 23, 78467 Konstanz, Germany                    ","
            An der Wollmatinger-Straße, Ecke Salemer Weg (Bushaltestelle Bismarcksteig) fanden vor ca. zwei Jahren Straßenarbeiten statt. Diese wurden offenbar nicht fachgerecht durchgeführt (es war kein städtischer Betrieb), denn direkt nachdem die Baustelle beendet war war eine deutliche Absenkung der Fahrbahn an der Kreuzung und dem Radweg zu erkennen. Dies führt bei Regen immer zu einer starken Pfützenbildung und durch die vorbeifahrenden Autos werden Radfahrer und Fußgänger ""geduscht"". Die Pfütze ist sehr tief und es bilden sich richtige Fontänen beim durchfahren.
ich habe diesen Mangel bereits direkt nachdem die Baustelle aufgehoben war über dieses Portal hier mittels Bilder angezeigt, aber bislang hat sich hier nichts getan.

        ","NA"
3616,"NA","NA","NA","NA","NA","NA","NA","NA"
3617,"NA","NA","NA","NA","NA","NA","NA","NA"
3618,"NA","NA","NA","NA","NA","NA","NA","NA"
3619,"NA","NA","NA","NA","NA","NA","NA","NA"
3620,Beleuchtung > Straßenlaternen defekt,"47.6720581054688, 9.16422398333786","
                        
                                Stadtwerke Konstanz

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 07.07.2020 via iOS gestellt.
                        
                    
                ","keine(autom. ermittelt: Reichenaustraße 33, 78467 Konstanz, Germany                    ","
            Laterne Nummer 10 Fußgängerwendel Europabrücke (Reichenaustr.) defekt.

        ","NA"
3621,"NA","NA","NA","NA","NA","NA","NA","NA"
3622,"NA","NA","NA","NA","NA","NA","NA","NA"
3623,"NA","NA","NA","NA","NA","NA","NA","NA"
3624,"NA","NA","NA","NA","NA","NA","NA","NA"
3625,"NA","NA","NA","NA","NA","NA","NA","NA"
3626,"NA","NA","NA","NA","NA","NA","NA","NA"
3627,"NA","NA","NA","NA","NA","NA","NA","NA"
3628,"NA","NA","NA","NA","NA","NA","NA","NA"
3629,"NA","NA","NA","NA","NA","NA","NA","NA"
3630,"NA","NA","NA","NA","NA","NA","NA","NA"
3631,"NA","NA","NA","NA","NA","NA","NA","NA"
3632,"NA","NA","NA","NA","NA","NA","NA","NA"
3633,"NA","NA","NA","NA","NA","NA","NA","NA"
3634,"NA","NA","NA","NA","NA","NA","NA","NA"
3635,"NA","NA","NA","NA","NA","NA","NA","NA"
3636,"NA","NA","NA","NA","NA","NA","NA","NA"
3637,"NA","NA","NA","NA","NA","NA","NA","NA"
3638,"NA","NA","NA","NA","NA","NA","NA","NA"
3639,"NA","NA","NA","NA","NA","NA","NA","NA"
3640,"NA","NA","NA","NA","NA","NA","NA","NA"
3641,"NA","NA","NA","NA","NA","NA","NA","NA"
3642,"NA","NA","NA","NA","NA","NA","NA","NA"
3643,"NA","NA","NA","NA","NA","NA","NA","NA"
3644,"NA","NA","NA","NA","NA","NA","NA","NA"
3645,"NA","NA","NA","NA","NA","NA","NA","NA"
3646,"NA","NA","NA","NA","NA","NA","NA","NA"
3647,"NA","NA","NA","NA","NA","NA","NA","NA"
3648,"NA","NA","NA","NA","NA","NA","NA","NA"
3649,"NA","NA","NA","NA","NA","NA","NA","NA"
3650,"Straßen, Fahrrad & Verkehr > Fahrrad gefunden","47.6659675571359, 9.17614888654517","
                        
                                Stadtverwaltung

                            
                            
                        
                    ",Gelöst,"
                    
                        
                            Diese Anfrage wurde am 17.07.2020 via api gestellt.
                        
                    
                ","keine(autom. ermittelt: Klostergasse 7, 78462 Konstanz, Germany                    ","
            auffälliger Beach Cruiser, schwarz
das Rad lag sehr lange im Gebüsch an der Mädchenschule und wurde vor ca. 2. Wochen vor der Kunstschule abgestellt, aber nicht mehr bewegt.

        ","NA"
3651,"NA","NA","NA","NA","NA","NA","NA","NA"
3652,"NA","NA","NA","NA","NA","NA","NA","NA"
3653,"NA","NA","NA","NA","NA","NA","NA","NA"
3654,"NA","NA","NA","NA","NA","NA","NA","NA"
3655,"NA","NA","NA","NA","NA","NA","NA","NA"
3656,"NA","NA","NA","NA","NA","NA","NA","NA"
3657,"NA","NA","NA","NA","NA","NA","NA","NA"
3658,"NA","NA","NA","NA","NA","NA","NA","NA"
3659,"NA","NA","NA","NA","NA","NA","NA","NA"
3660,"NA","NA","NA","NA","NA","NA","NA","NA"
3661,"NA","NA","NA","NA","NA","NA","NA","NA"
3662,"NA","NA","NA","NA","NA","NA","NA","NA"
3663,"NA","NA","NA","NA","NA","NA","NA","NA"
3664,"NA","NA","NA","NA","NA","NA","NA","NA"
3665,"NA","NA","NA","NA","NA","NA","NA","NA"
3666,"NA","NA","NA","NA","NA","NA","NA","NA"
3667,"NA","NA","NA","NA","NA","NA","NA","NA"
3668,"NA","NA","NA","NA","NA","NA","NA","NA"
3669,"NA","NA","NA","NA","NA","NA","NA","NA"
3670,"NA","NA","NA","NA","NA","NA","NA","NA"
3671,"NA","NA","NA","NA","NA","NA","NA","NA"
3672,"NA","NA","NA","NA","NA","NA","NA","NA"
3673,"NA","NA","NA","NA","NA","NA","NA","NA"
3674,"NA","NA","NA","NA","NA","NA","NA","NA"
3675,"NA","NA","NA","NA","NA","NA","NA","NA"
3676,"NA","NA","NA","NA","NA","NA","NA","NA"
